ID,present,WC_alt,WC_bio1,WC_bio12,ER_tri,ER_thermicityIndex,lon,lat
153,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.963314,46.87875
154,1,1836,8.600000381469727,440,42.939998626708984,89.25,-105.093605,39.524588
155,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.965587,46.876055
156,1,212,10.899999618530273,1646,79.19000244140625,238.5,-124.037931,41.324892
157,1,249,9.199999809265137,2417,44.81999969482422,170,-123.655899,46.147554
158,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.963793,46.874633
159,1,1364,2.700000047683716,768,115.04000091552734,-110.75,-114.869399,49.733601
160,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964891,46.876498
161,1,394,14.600000381469727,576,61.7599983215332,306,-121.650954,37.216523
162,1,394,14.600000381469727,576,61.7599983215332,306,-121.650166,37.24906
163,1,1966,5.800000190734863,485,62.22999954223633,5.5,-111.411554,40.772418
164,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.963314,46.87875
165,1,1011,8,240,27.6299991607666,71.75,-121.052208,44.193554
166,1,297,15.600000381469727,368,57.720001220703125,299,-121.203075,37.273325
167,1,394,14.600000381469727,576,61.7599983215332,306,-121.627493,37.238452
168,1,2003,7.400000095367432,447,75.80000305175781,50.75,-105.090089,39.464772
169,1,1814,12.5,401,59.29999923706055,193.5,-105.833752,32.947899
170,1,31,12.699999809265137,970,22.299999237060547,291,-122.993564,38.007548
171,1,34,12.899999618530273,969,22.809999465942383,294.5,-122.981504,38.155186
172,1,102,13,1005,35.880001068115234,297,-122.90869000000001,38.186413
173,1,122,13.100000381469727,996,52.43000030517578,299.5,-122.814644,38.069488
174,1,112,12.899999618530273,1013,44.439998626708984,293.5,-122.891657,38.081736
175,1,170,14.899999618530273,423,46.20000076293945,317,-121.854102,37.598352
176,1,1011,8,240,27.6299991607666,71.75,-121.052208,44.193554
177,1,1836,8.600000381469727,440,42.939998626708984,89.25,-105.093636,39.524505
178,1,1347,3.799999952316284,541,27.1200008392334,-70.25,-113.794561,49.132054
179,1,2486,8.5,555,48.619998931884766,90,-105.592562,32.929642
180,1,31,12.699999809265137,970,22.299999237060547,291,-122.944042,38.027163
181,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964405,46.877293
182,1,834,8.800000190734863,426,16.100000381469727,76.75,-117.885015,45.292389
183,1,34,12.899999618530273,969,22.809999465942383,294.5,-122.990995,38.122908
184,1,369,13.300000190734863,1298,26.440000534057617,200.5,-83.891035,36.236936
185,1,112,12.899999618530273,1013,44.439998626708984,293.5,-122.909498,38.044809
186,1,2486,8.5,555,48.619998931884766,90,-105.65995,32.960062
187,1,1554,9.100000381469727,379,11.4399995803833,105.25,-105.158058,40.407882
188,1,146,13.100000381469727,1004,44.90999984741211,300,-122.816235,38.092046
189,1,1912,0.20000000298023224,698,90.910003662109375,-186.25,-114.566373,49.687292
190,1,2375,4.5,528,29.100000381469727,-45.25,-107.144902,37.253694
191,1,455,3.799999952316284,832,6.800000190734863,-1.5,-90.933918,46.176151
192,1,2670,7.5,603,40.77000045776367,63,-105.710137,32.959117
193,1,212,10.899999618530273,1646,79.19000244140625,238.5,-124.038481,41.323261
194,1,767,11.899999618530273,1471,72.04000091552734,155.75,-83.328163,35.439571
195,1,1011,8,240,27.6299991607666,71.75,-121.052127,44.193653
196,1,2335,9.300000190734863,514,45.279998779296875,112,-105.571337,32.917928
197,1,416,7.800000190734863,1980,111.08999633789062,106,-124.326797,48.910222
198,1,2354,5.099999904632568,459,71.910003662109375,-24,-105.353094,39.955412
199,1,146,13.100000381469727,1004,44.90999984741211,300,-122.822767,38.126817
200,1,7,10.399999618530273,1979,19.350000381469727,218,-123.973662,46.204443
201,1,1864,4.099999904632568,475,114.58000183105469,-42.5,-110.79953,45.127506
202,1,97,17.700000762939453,153,0.9300000071525574,342.5,-119.312232,35.380843
203,1,828,8.800000190734863,539,26.799999237060547,76.25,-117.941002,45.479134
204,1,1157,2.4000000953674316,486,79.720001220703125,-119.75,-118.053039,52.911155
205,1,552,12.100000381469727,1381,54,163,-84.221355,36.47976
206,1,19,15.399999618530273,437,5.840000152587891,302,-121.90762,38.196722
207,1,11,10.5,1941,8.140000343322754,221,-123.948625,46.164336
208,1,212,10.899999618530273,1646,79.19000244140625,238.5,-124.039772,41.322206
209,1,87,13,987,37.06999969482422,296,-122.839568,38.136874
210,1,30,10.399999618530273,1989,16.420000076293945,215,-123.875888,46.14198
211,1,11,10.5,1941,8.140000343322754,221,-123.948503,46.164392
212,1,7,10.399999618530273,1979,19.350000381469727,218,-123.961388,46.182728
213,1,278,15.5,1147,21.059999465942383,273.75,-94.920768,35.609326
214,1,7,10.399999618530273,1979,19.350000381469727,218,-123.961388,46.18272
215,1,11,10.5,1941,8.140000343322754,221,-123.94863,46.1642
216,1,7,10.399999618530273,1979,19.350000381469727,218,-123.960747,46.183022
217,1,2042,2.799999952316284,523,125.05000305175781,-81.75,-110.772939,45.071115
218,1,1011,8,240,27.6299991607666,71.75,-121.044907,44.195588
219,1,1011,8,240,27.6299991607666,71.75,-121.044907,44.195588
220,1,7,10.399999618530273,1979,19.350000381469727,218,-123.961412,46.182737
221,1,7,10.399999618530273,1979,19.350000381469727,218,-123.961442,46.182747
222,1,2042,2.799999952316284,523,125.05000305175781,-81.75,-110.77406,45.071374
223,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964302,46.878155
224,1,2346,9,511,62.619998931884766,97,-105.668257,33.34825
225,1,7,10.399999618530273,1979,19.350000381469727,218,-123.960975,46.182762
226,1,1943,3.5999999046325684,468,110.1500015258789,-57.25,-110.749216,45.044256
227,1,1943,3.5999999046325684,468,110.1500015258789,-57.25,-110.682061,45.040383
228,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964302,46.878155
229,1,1836,8.600000381469727,440,42.939998626708984,89.25,-105.08898,39.52615
230,1,822,13.699999809265137,624,73.88999938964844,284,-121.655317,37.279461
231,1,7,10.399999618530273,1979,19.350000381469727,218,-123.961578,46.182737
232,1,2042,2.799999952316284,523,125.05000305175781,-81.75,-110.773286,45.0713
233,1,1169,6.599999904632568,484,34.790000915527344,10.5,-118.078317,45.023556
234,1,2346,9,511,62.619998931884766,97,-105.66703,33.34647
235,1,11,10.5,1941,8.140000343322754,221,-123.948722,46.164314
236,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964302,46.878155
237,1,42,16.5,227,3.509999990463257,313.75,-120.894968,37.063703
238,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964302,46.878155
239,1,212,10.899999618530273,1646,79.19000244140625,238.5,-124.041703,41.321363
240,1,2042,2.799999952316284,523,125.05000305175781,-81.75,-110.772774,45.071251
241,1,2042,2.799999952316284,523,125.05000305175781,-81.75,-110.773476,45.071297
242,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964302,46.878155
243,1,28,16.600000381469727,239,1.0199999809265137,314.25,-120.88884,37.084863
244,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.968765,46.87352
245,1,1168,5.900000095367432,399,97.19000244140625,-1.5,-113.964302,46.878155
246,1,1943,3.5999999046325684,468,110.1500015258789,-57.25,-110.69368,45.037546
247,1,464,14.800000190734863,478,58.959999084472656,295,-121.388691,37.228279
248,1,1870,-0.6000000238418579,601,167.75999450683594,-208.75,-115.343208,51.083289
249,1,438,14.300000190734863,652,61.18000030517578,267,-122.35884,39.013015
250,1,717,1.7999999523162842,449,4.590000152587891,-81.5,-112.826217,53.646655
251,1,105,10.699999809265137,1417,15.140000343322754,188,-123.416172,45.072564
252,1,635,-0.4000000059604645,465,11.170000076293945,-79.25,-106.391109,53.958709
253,1,109,9.899999618530273,2275,65.779998779296875,209,-123.929671,45.716443
254,1,1555,12.199999809265137,366,140.58999633789062,194,-112.937256,37.215703
255,1,2294,5.300000190734863,462,56.61000061035156,-17.5,-105.328856,39.636264
256,1,2099,7.699999809265137,413,103.30000305175781,56,-112.152961,36.0573
257,1,212,10.899999618530273,1646,79.19000244140625,238.5,-124.040426,41.321312
258,1,1967,7.699999809265137,446,56.97999954223633,58.75,-105.202744,39.740488
259,1,43,15.800000190734863,453,6.199999809265137,297,-122.230164,39.164601
260,1,1826,-0.5,583,146.22999572753906,-204.75,-115.594173,51.180771
261,1,156,9.100000381469727,3315,69.80000305175781,153,-123.861927,47.459641
262,1,159,11,1734,50.04999923706055,240.5,-124.067937,41.385586000000004
263,1,728,8.699999809265137,506,55.81999969482422,75.75,-117.314815,46.617461
264,1,669,2.200000047683716,492,6.409999847412109,-81.75,-114.291346,53.91905
265,1,1177,2.200000047683716,490,108.06999969482422,-125,-118.044182,52.917854
266,1,662,7.599999904632568,379,55.689998626708984,35.75,-120.811532,46.728047
267,1,799,7,505,60.470001220703125,23.5,-120.879577,46.543082
268,1,748,8.800000190734863,483,113.05000305175781,76.25,-117.313508,46.027875
269,1,1777,11.5,641,71.62000274658203,172.75,-111.447897,34.370724
270,1,83,11.300000190734863,1119,6.559999942779541,200,-123.330072,44.410822
271,1,112,12.899999618530273,1013,44.439998626708984,293.5,-122.857217,38.041706
272,1,87,13,987,37.06999969482422,296,-122.833532,38.09159
273,1,1953,2.5999999046325684,471,36.72999954223633,-88.5,-110.730928,43.517503
274,1,215,9.600000381469727,1818,62.06999969482422,158,-121.80648,47.52007
275,1,723,1.7999999523162842,453,4.570000171661377,-81.5,-112.855592,53.639817
276,1,1554,9.100000381469727,379,11.4399995803833,105.25,-105.162903,40.411342
277,1,2356,9.199999809265137,535,77.69000244140625,107,-105.81652,32.95467
